network_name	network_size	num_params	batch_size	latent_features	learning_rate	weight_decay	beta	patience	training_runs	training_time	train_loss	eval_loss	test_loss
ENCODER_DENSE_l1024_lr0.0001_e100_wd5e-05_p6_b0.01	small	161935134	500	1024	0.0001	5e-05	0.01	6	36	[245.43860602378845, 11.619468212127686, 11.388481140136719, 11.467724323272705, 11.375022888183594, 11.369774580001831, 11.378289461135864, 11.430869817733765, 11.346213579177856, 11.260392189025879, 11.263404607772827, 11.317175149917603, 11.283210039138794, 11.263322591781616, 11.2676260471344, 11.26095986366272, 11.33679461479187, 11.26478099822998, 11.260926485061646, 11.261647462844849, 11.260124921798706, 11.337895154953003, 11.263671398162842, 11.26349663734436, 11.26277494430542, 11.318636894226074, 11.283585786819458, 11.26418423652649, 11.266137838363647, 11.262574434280396, 11.34266972541809, 11.266207456588745, 11.267659187316895, 11.261090755462646, 11.267306327819824, 11.34425950050354]	[2.4591991989700883, 2.447438187069363, 2.434169124673914, 2.407903962665134, 2.360497730749625, 2.285261869430542, 2.1815431471224183, 2.054937075685572, 1.9125850156501487, 1.7628396926102814, 1.6138258863378454, 1.471027069621616, 1.3375982487643208, 1.2210574547449748, 1.1209861349176478, 1.0355890106271814, 0.9628196137922781, 0.9033011396725973, 0.854708629625815, 0.8120408102318093, 0.7778438572530393, 0.74794692463345, 0.7238259271339134, 0.7026799895145275, 0.6869721125673365, 0.6703280850693032, 0.6562969905358774, 0.6450052018518801, 0.6336366556308888, 0.6233645213974847, 0.6147525354667946, 0.6080717775556777, 0.600812746418847, 0.5937261206132395, 0.5877291273187708, 0.582515765119482]	[2.0675055980682373, 1.9907063245773315, 2.008357048034668, 1.9026851654052734, 1.8246030807495117, 1.761922001838684, 1.6286187171936035, 1.5033618211746216, 1.2843868732452393, 1.1625581979751587, 1.0879217386245728, 0.9889518618583679, 0.8863993883132935, 0.8030940890312195, 0.7999807000160217, 0.737586259841919, 0.7071666121482849, 0.7048056125640869, 0.6848114728927612, 0.672936737537384, 0.6824153065681458, 0.6490985155105591, 0.6504477262496948, 0.6642346978187561, 0.6403183341026306, 0.646583080291748, 0.6402530074119568, 0.6540825366973877, 0.6399807333946228, 0.6352013945579529, 0.6483398675918579, 0.6357340812683105, 0.6566572785377502, 0.653243362903595, 0.6546443104743958, 0.6565003395080566]	[0.4874204695224762, 0.47535237669944763, 0.46066609025001526, 0.45208340883255005, 0.46205782890319824, 0.4691794812679291, 0.44804707169532776, 0.4682803452014923, 0.4969083368778229, 0.4929772913455963, 0.5072407722473145, 0.4721890389919281, 0.46663644909858704, 0.45152467489242554, 0.4873294234275818, 0.5276860594749451, 0.5067557096481323, 0.4167416989803314, 0.44897210597991943, 0.45351579785346985, 0.48453274369239807, 0.4850466251373291, 0.44112253189086914, 0.46790292859077454, 0.45240718126296997, 0.4947616457939148, 0.4665362536907196, 0.44816142320632935, 0.48727819323539734, 0.4686703383922577, 0.5065696239471436, 0.4148138165473938, 0.4667198956012726, 0.4571484625339508, 0.4629822075366974, 0.4663412272930145, 0.502944827079773, 0.531499981880188, 0.44335004687309265, 0.4044269621372223, 0.4895402193069458, 0.4895600378513336, 0.43403881788253784, 0.4716739356517792, 0.4794088304042816, 0.41677287220954895, 0.5031960010528564, 0.4797939360141754, 0.47056084871292114, 0.45514291524887085, 0.44116896390914917, 0.4550172984600067, 0.4808747172355652, 0.4780424237251282, 0.4730079770088196, 0.46225705742836, 0.44058775901794434, 0.42462748289108276, 0.4511169195175171, 0.46386271715164185, 0.4412582218647003, 0.4937109649181366, 0.47338804602622986, 0.4600493311882019, 0.5565428733825684, 0.4633999764919281, 0.45752787590026855, 0.4745461940765381, 0.45764636993408203, 0.47618526220321655, 0.505363941192627, 0.4247383773326874, 0.43445244431495667, 0.40310078859329224, 0.44894006848335266, 0.4554179906845093, 0.44577229022979736, 0.4547451138496399, 0.4470110833644867, 0.4964510202407837, 0.43559589982032776, 0.47856971621513367, 0.47980669140815735, 0.44190099835395813, 0.45991677045822144, 0.41640010476112366, 0.4792574942111969, 0.5074265003204346, 0.4471270740032196, 0.43970024585723877, 0.41550859808921814, 0.5127126574516296, 0.5088915228843689, 0.5214213728904724, 0.48063263297080994, 0.48869457840919495, 0.47593560814857483, 0.45477697253227234, 0.4207058548927307, 0.448165625333786, 0.4751787781715393, 0.48135700821876526, 0.5064648985862732, 0.48721763491630554, 0.4778884947299957, 0.4737677276134491, 0.4456132650375366, 0.4625915288925171, 0.4663614332675934, 0.4759785830974579, 0.501360297203064, 0.4651808738708496, 0.44602876901626587, 0.4463270604610443, 0.49416887760162354, 0.4790228605270386, 0.4654168486595154, 0.49333474040031433, 0.5184702277183533, 0.4908900856971741, 0.46266546845436096, 0.4693138003349304, 0.4894583225250244, 0.45535409450531006, 0.5210161805152893, 0.5188694000244141, 0.41116830706596375, 0.46977102756500244, 0.4701714515686035, 0.4972403943538666, 0.49851834774017334, 0.4799831211566925, 0.4305937886238098, 0.4669685363769531]
ENCODER_DENSE_l1024_lr0.0001_e100_wd5e-05_p6_b0.05	small	161935134	500	1024	0.0001	5e-05	0.05	6	39	[11.969574451446533, 11.248138427734375, 11.328033924102783, 11.250540018081665, 11.303841829299927, 11.270848751068115, 11.248172044754028, 11.245627880096436, 11.284284830093384, 11.24826169013977, 11.248090505599976, 11.312492370605469, 11.269749641418457, 11.247709274291992, 11.253631830215454, 11.251962900161743, 11.330657482147217, 11.309555053710938, 11.2548508644104, 11.250874280929565, 11.293579339981079, 11.330465316772461, 11.255037784576416, 11.262747526168823, 11.277113199234009, 11.257474899291992, 11.334620475769043, 11.252772569656372, 11.26413345336914, 11.279277324676514, 11.260521650314331, 11.332300424575806, 11.265450239181519, 11.257673978805542, 11.258182525634766, 11.257765293121338, 11.321245193481445, 11.249309062957764, 11.246035814285278]	[2.459068598570647, 2.447808477613661, 2.434196940174809, 2.408096119209572, 2.361204403418082, 2.2867455040967024, 2.1827204757266574, 2.0556394435741283, 1.9120753164644595, 1.7622765788325556, 1.6113233345526237, 1.4679349749176591, 1.3368266070330586, 1.219538202992192, 1.1198079850938585, 1.0339331406134147, 0.9624224614214014, 0.9022431086610865, 0.8527309143984759, 0.812773757510715, 0.7777466155864574, 0.7480211787753634, 0.723863438323692, 0.704222630571436, 0.6838850158232229, 0.669827381769816, 0.6567086025520608, 0.6440841886732314, 0.6328928580990544, 0.6244107109529001, 0.6144658680315371, 0.6068321311915362, 0.5999079721945303, 0.5930619416413484, 0.5873351649001792, 0.5803535757241426, 0.5762021806504991, 0.5725853509373136, 0.5671311484442817]	[2.102695941925049, 2.0870418548583984, 1.97287118434906, 1.9757838249206543, 1.9462604522705078, 1.8248295783996582, 1.6449552774429321, 1.464426875114441, 1.3762271404266357, 1.248475432395935, 1.1035178899765015, 0.9870389699935913, 0.8897855281829834, 0.8524695038795471, 0.7931857705116272, 0.7563595175743103, 0.7142726182937622, 0.6977639198303223, 0.6809896230697632, 0.6847205758094788, 0.6915348172187805, 0.6485986709594727, 0.6604179739952087, 0.6440171599388123, 0.6549440026283264, 0.6533574461936951, 0.6447333097457886, 0.6386462450027466, 0.6452832818031311, 0.6473149061203003, 0.6425156593322754, 0.6446454524993896, 0.6348826289176941, 0.653533399105072, 0.6395096778869629, 0.6349308490753174, 0.6436894536018372, 0.6578614711761475, 0.6439396142959595]	[0.4756565988063812, 0.47620007395744324, 0.4622178077697754, 0.468567818403244, 0.49773165583610535, 0.4415602385997772, 0.4682248532772064, 0.5434945821762085, 0.39852961897850037, 0.47091802954673767, 0.44621020555496216, 0.48154690861701965, 0.4763714373111725, 0.4733261168003082, 0.506561279296875, 0.4237983822822571, 0.4749056398868561, 0.4995323121547699, 0.49347856640815735, 0.499315083026886, 0.4511430859565735, 0.4483557939529419, 0.49858275055885315, 0.4666431248188019, 0.45946285128593445, 0.4755956530570984, 0.49759411811828613, 0.44187548756599426, 0.4902525544166565, 0.4662487506866455, 0.4944338798522949, 0.4720567464828491, 0.44364309310913086, 0.4409125745296478, 0.4615009129047394, 0.512916088104248, 0.5469403266906738, 0.4701121747493744, 0.44857674837112427, 0.5315279960632324, 0.4622980058193207, 0.4617082178592682, 0.4532109498977661, 0.453847736120224, 0.4863286018371582, 0.48370561003685, 0.4466286301612854, 0.42489689588546753, 0.4951930344104767, 0.49748876690864563, 0.4934487044811249, 0.49208202958106995, 0.4225175380706787, 0.490141361951828, 0.43392935395240784, 0.4775684177875519, 0.47156035900115967, 0.46441447734832764, 0.4778617024421692, 0.4580584168434143, 0.4958864152431488, 0.4353656470775604, 0.4546680450439453, 0.4434145390987396, 0.43710824847221375, 0.41802307963371277, 0.5293558239936829, 0.47681185603141785, 0.4726637601852417, 0.45088687539100647, 0.49073532223701477, 0.4670881927013397, 0.48865199089050293, 0.48696619272232056, 0.45542579889297485, 0.5316104888916016, 0.48031407594680786, 0.5159033536911011, 0.476449579000473, 0.47221556305885315, 0.48063424229621887, 0.49296122789382935, 0.5054175853729248, 0.4263417422771454, 0.4749276041984558, 0.47747111320495605, 0.46392545104026794, 0.4368223249912262, 0.47259843349456787, 0.45666274428367615, 0.49589139223098755, 0.46392878890037537, 0.49230244755744934, 0.5439088344573975, 0.44549649953842163, 0.4374238848686218, 0.45301440358161926, 0.48180872201919556, 0.45540493726730347, 0.4626094102859497, 0.4513007402420044, 0.47954392433166504, 0.48331478238105774, 0.49623656272888184, 0.4649086594581604, 0.4817853271961212, 0.48196443915367126, 0.4875791370868683, 0.4428587555885315, 0.45866847038269043, 0.4592725336551666, 0.45803505182266235, 0.4751608669757843, 0.4061541259288788, 0.4704412817955017, 0.4649403393268585, 0.48278459906578064, 0.45240429043769836, 0.549638032913208, 0.422387033700943, 0.4917415976524353, 0.4516434967517853, 0.5094285607337952, 0.44802922010421753, 0.48578643798828125, 0.4399334490299225, 0.5284900665283203, 0.48881635069847107, 0.48484036326408386, 0.4842204451560974, 0.5605056285858154, 0.4733162522315979, 0.4597640633583069, 0.5330474972724915]
ENCODER_DENSE_l1024_lr0.0001_e100_wd5e-05_p6_b0.1	small	161935134	500	1024	0.0001	5e-05	0.1	6	63	[11.964218378067017, 11.251686334609985, 11.326661109924316, 11.251107454299927, 11.312030553817749, 11.264679431915283, 11.248755693435669, 11.257538557052612, 11.32958173751831, 11.253995418548584, 11.254711866378784, 11.256362676620483, 11.276064157485962, 11.258697986602783, 11.257914781570435, 11.259503841400146, 11.332792520523071, 11.255348682403564, 11.259249925613403, 11.256901025772095, 11.25747036933899, 11.313422203063965, 11.267743587493896, 11.250748872756958, 11.266322612762451, 11.273927450180054, 11.338520288467407, 11.265631437301636, 11.277004480361938, 11.276186227798462, 11.252020359039307, 11.314585447311401, 11.26927638053894, 11.262978315353394, 11.256383657455444, 11.272666931152344, 11.33511757850647, 11.25523328781128, 11.257864475250244, 11.254544734954834, 11.258353471755981, 11.32087230682373, 11.271263837814331, 11.253851652145386, 11.254539728164673, 11.253963947296143, 11.33753514289856, 11.256763696670532, 11.257837295532227, 11.25484299659729, 11.25548243522644, 11.314685344696045, 11.272843360900879, 11.254961729049683, 11.253689289093018, 11.253649473190308, 11.335672616958618, 11.252272367477417, 11.254343748092651, 11.25337290763855, 11.260043621063232, 11.31421184539795, 11.269912719726562]	[2.4591963820987277, 2.447578059302436, 2.4341476493411593, 2.408631474883468, 2.3623396025763617, 2.2870974893923157, 2.1841250702186867, 2.0572043966363975, 1.9141997187225908, 1.7626481586032443, 1.6132866100028709, 1.468374424510532, 1.3376133530228227, 1.2211552858352661, 1.11956137197989, 1.0333908156112388, 0.9608916066311024, 0.9008891383806864, 0.851154766700886, 0.8100178020971792, 0.7757322898617497, 0.7474203705787659, 0.7223292368429678, 0.7004462679227194, 0.6850009229448106, 0.6689953252121255, 0.6543803479936388, 0.6419623759057786, 0.632887480435548, 0.6232209183551647, 0.6152684843098676, 0.6066745828699183, 0.6009431812498305, 0.5920089328730548, 0.5870416583838286, 0.5815752943356832, 0.5761371917194791, 0.5711986113477636, 0.5659906709635699, 0.5626373953289456, 0.5581563909848531, 0.554631025702865, 0.5512335454976117, 0.5481136242548624, 0.5442838712974831, 0.5426735723460162, 0.5392678446239896, 0.5369221413577044, 0.533298393090566, 0.5315508842468262, 0.5293991477401169, 0.5271074153758861, 0.525497833887736, 0.5230709557180051, 0.5215579834249284, 0.5195511469134578, 0.5187599493397607, 0.5165338615576426, 0.514951322917585, 0.5125902626249526, 0.5126708525198477, 0.511055811687752, 0.5092368920644125]	[2.1177525520324707, 2.0522403717041016, 2.096709966659546, 2.025726079940796, 1.9293575286865234, 1.8804765939712524, 1.7598176002502441, 1.6752345561981201, 1.5853976011276245, 1.4219138622283936, 1.3033145666122437, 1.2033617496490479, 1.0924831628799438, 1.0044828653335571, 0.9290543794631958, 0.9120672941207886, 0.8464795351028442, 0.8150813579559326, 0.7801891565322876, 0.7664615511894226, 0.7268621325492859, 0.7136478424072266, 0.7211774587631226, 0.7117335200309753, 0.6943926811218262, 0.6701099872589111, 0.6878857612609863, 0.6680905818939209, 0.678632915019989, 0.6811558604240417, 0.6674864888191223, 0.6729459166526794, 0.6519170999526978, 0.6408014297485352, 0.6531586050987244, 0.647074282169342, 0.6621362566947937, 0.6455221772193909, 0.6370972394943237, 0.6458541750907898, 0.6526400446891785, 0.6656818985939026, 0.6483602523803711, 0.6509456038475037, 0.6312454342842102, 0.648370623588562, 0.6313948035240173, 0.6446658968925476, 0.6285853981971741, 0.6443027257919312, 0.6436776518821716, 0.625948965549469, 0.6423782110214233, 0.6440231204032898, 0.6286938190460205, 0.6453794836997986, 0.6115646362304688, 0.6310779452323914, 0.6417673230171204, 0.636093258857727, 0.6409505009651184, 0.6328827142715454, 0.6395531296730042]	[0.5251388549804688, 0.5118281245231628, 0.4904177188873291, 0.46079686284065247, 0.49656423926353455, 0.4983184039592743, 0.4480413496494293, 0.49875470995903015, 0.47884830832481384, 0.48702216148376465, 0.4616667628288269, 0.4880436360836029, 0.44065460562705994, 0.5135044455528259, 0.4735875427722931, 0.5298485159873962, 0.4891412556171417, 0.4783262312412262, 0.4814266264438629, 0.47636449337005615, 0.5246624946594238, 0.5701729655265808, 0.4746459722518921, 0.4664745032787323, 0.49985209107398987, 0.49253973364830017, 0.445334792137146, 0.48683032393455505, 0.4754679799079895, 0.4684205651283264, 0.499565064907074, 0.5315850377082825, 0.4278427064418793, 0.5162947177886963, 0.4802980422973633, 0.510554313659668, 0.5061600804328918, 0.49690473079681396, 0.4897496998310089, 0.43526554107666016, 0.4807215631008148, 0.48991909623146057, 0.49179205298423767, 0.48820769786834717, 0.5169089436531067, 0.4975072741508484, 0.4976421892642975, 0.4213777184486389, 0.4698783755302429, 0.5172408223152161, 0.5010513067245483, 0.4973611831665039, 0.4433530271053314, 0.5515853762626648, 0.4853716194629669, 0.532614529132843, 0.458959698677063, 0.5226529836654663, 0.4432653784751892, 0.46599388122558594, 0.4900165796279907, 0.49498167634010315, 0.4778434932231903, 0.4527738690376282, 0.4851888120174408, 0.5068610310554504, 0.48102205991744995, 0.5022950768470764, 0.5241944193840027, 0.4657886028289795, 0.44897812604904175, 0.4577878415584564, 0.5131859183311462, 0.4787137806415558, 0.47463905811309814, 0.4852551221847534, 0.4854786694049835, 0.4903070330619812, 0.4577619731426239, 0.4454629719257355, 0.47896334528923035, 0.5183877944946289, 0.545437753200531, 0.47799739241600037, 0.46659812331199646, 0.5033383965492249, 0.44529402256011963, 0.49552178382873535, 0.48580318689346313, 0.48458027839660645, 0.5089151263237, 0.4833936393260956, 0.47977593541145325, 0.5089637637138367, 0.47825244069099426, 0.513744592666626, 0.48777544498443604, 0.49185603857040405, 0.4897042214870453, 0.5269635915756226, 0.46728357672691345, 0.4684537947177887, 0.47459372878074646, 0.4667079448699951, 0.481112539768219, 0.4991261065006256, 0.46800288558006287, 0.43428507447242737, 0.5081610679626465, 0.49752017855644226, 0.5280009508132935, 0.5036142468452454, 0.46442821621894836, 0.48649001121520996, 0.46419304609298706, 0.4970516860485077, 0.494677871465683, 0.5192657113075256, 0.46998971700668335, 0.5160730481147766, 0.4828149974346161, 0.47893956303596497, 0.49384188652038574, 0.49748483300209045, 0.44933977723121643, 0.4442974328994751, 0.5225004553794861, 0.47360724210739136, 0.5226406455039978, 0.4490465521812439, 0.4543885886669159, 0.48799970746040344, 0.4625867009162903, 0.5029284954071045]
ENCODER_DENSE_l1024_lr0.0001_e100_wd5e-05_p6_b0.5	small	161935134	500	1024	0.0001	5e-05	0.5	6	55	[11.991791725158691, 11.248014688491821, 11.306837558746338, 11.23558497428894, 11.293818473815918, 11.251366138458252, 11.233672380447388, 11.236956596374512, 11.310988903045654, 11.236500024795532, 11.232795238494873, 11.244135856628418, 11.323528289794922, 11.24692702293396, 11.245240449905396, 11.245460033416748, 11.303179502487183, 11.263022899627686, 11.248950958251953, 11.24728798866272, 11.247268199920654, 11.245699405670166, 11.324382543563843, 11.247602701187134, 11.247053146362305, 11.244239330291748, 11.248442649841309, 11.324497699737549, 11.248990058898926, 11.247021675109863, 11.245070695877075, 11.250200986862183, 11.322827339172363, 11.247721910476685, 11.242531299591064, 11.246187686920166, 11.249822616577148, 11.32052755355835, 11.248230934143066, 11.249679327011108, 11.244968891143799, 11.243418216705322, 11.326578378677368, 11.245177745819092, 11.248992443084717, 11.241806745529175, 11.245230674743652, 11.307390451431274, 11.264331340789795, 11.252111196517944, 11.251212358474731, 11.24653172492981, 11.293085813522339, 11.260930061340332, 11.247426748275757]	[2.4597556591033936, 2.448269217102616, 2.4341021290531866, 2.4093643294440374, 2.3623463401088007, 2.2864325488055193, 2.1829138331943088, 2.0557201085267245, 1.9128059766910694, 1.7627004208388153, 1.6116394334369235, 1.4667752098154139, 1.337133487065633, 1.2206054307796337, 1.118614395459493, 1.0329761460975364, 0.9597214526600308, 0.9002912199055707, 0.8506994048754374, 0.8094369217201516, 0.7747631514513934, 0.74697787894143, 0.7218850277088307, 0.7026583684815301, 0.6827601216457508, 0.6681846799673857, 0.6556335268197236, 0.643196408395414, 0.6319468330453943, 0.6239811292401066, 0.6144847273826599, 0.6065564332184968, 0.6004322899712456, 0.5931865219716672, 0.587046347282551, 0.5808534489737617, 0.5748693501507794, 0.5716059605280558, 0.5664362090605276, 0.5632541952309785, 0.5585144405011777, 0.5549396607610915, 0.5514844236550508, 0.5480874070414791, 0.5448131141839204, 0.5426275001631843, 0.5397085083855523, 0.5359712265155934, 0.5349081423547533, 0.5319220644456369, 0.5296715409667404, 0.527933246559567, 0.5249664121203952, 0.522964738033436, 0.5221158994568719]	[2.0763661861419678, 2.084852695465088, 2.0306077003479004, 2.0652010440826416, 1.9972044229507446, 1.8983179330825806, 1.8836270570755005, 1.733159065246582, 1.6362698078155518, 1.462852954864502, 1.3795454502105713, 1.3145740032196045, 1.1760139465332031, 1.085456132888794, 1.0231326818466187, 0.9341642260551453, 0.8987846374511719, 0.8672380447387695, 0.8252264261245728, 0.780781626701355, 0.7969107627868652, 0.7526720762252808, 0.7461849451065063, 0.7193832993507385, 0.7544713020324707, 0.7245396375656128, 0.712518036365509, 0.7060636281967163, 0.6895833015441895, 0.6938802003860474, 0.6643662452697754, 0.7082854509353638, 0.665629506111145, 0.6637603640556335, 0.6688758134841919, 0.6543009281158447, 0.6710265874862671, 0.6525169014930725, 0.6706700921058655, 0.6562730073928833, 0.6444656252861023, 0.654763400554657, 0.6661495566368103, 0.6699544191360474, 0.6656274199485779, 0.657709538936615, 0.6426201462745667, 0.6500357985496521, 0.6353854537010193, 0.6475038528442383, 0.6474059820175171, 0.6456948518753052, 0.6585046052932739, 0.6530470848083496, 0.641869843006134]	[0.5324910879135132, 0.49278387427330017, 0.5441110134124756, 0.5153292417526245, 0.5292908549308777, 0.5501796007156372, 0.4909510314464569, 0.520213782787323, 0.5372897982597351, 0.5583398938179016, 0.5149731040000916, 0.5520051121711731, 0.5075098872184753, 0.5190953612327576, 0.5436704754829407, 0.5436686873435974, 0.5339333415031433, 0.5291889309883118, 0.5479658246040344, 0.5230133533477783, 0.5896514058113098, 0.5470873117446899, 0.5358591079711914, 0.48230019211769104, 0.5915466547012329, 0.4749928414821625, 0.5628060102462769, 0.5387229323387146, 0.5767626762390137, 0.531874418258667, 0.4742424488067627, 0.5424161553382874, 0.5458410382270813, 0.5362650156021118, 0.6020370721817017, 0.5051368474960327, 0.5456249117851257, 0.5270153880119324, 0.531792938709259, 0.49162402749061584, 0.5804675817489624, 0.5080946087837219, 0.5002884864807129, 0.4314408302307129, 0.5649800300598145, 0.5095314383506775, 0.5447641015052795, 0.5104007124900818, 0.5486776232719421, 0.6121029853820801, 0.5637785196304321, 0.5675585269927979, 0.5354687571525574, 0.4722311794757843, 0.5616438388824463, 0.5870739221572876, 0.5025684833526611, 0.5305564999580383, 0.47282394766807556, 0.5657970905303955, 0.5048489570617676, 0.5686695575714111, 0.5523205995559692, 0.5280690789222717, 0.4840089976787567, 0.5604439973831177, 0.5722746253013611, 0.563252866268158, 0.5265179872512817, 0.5001111030578613, 0.5338240265846252, 0.5012356042861938, 0.5211801528930664, 0.47911322116851807, 0.5208030939102173, 0.5312218070030212, 0.5552465915679932, 0.5593504309654236, 0.5327171683311462, 0.49844199419021606, 0.5349934101104736, 0.5497465133666992, 0.49945876002311707, 0.4936824440956116, 0.5768256187438965, 0.5326105952262878, 0.5366374254226685, 0.5570686459541321, 0.560991108417511, 0.5597674250602722, 0.5462884306907654, 0.5309977531433105, 0.5191365480422974, 0.5166091322898865, 0.540714681148529, 0.5173139572143555, 0.550186276435852, 0.543445885181427, 0.525114119052887, 0.5435338616371155, 0.5550577640533447, 0.5308700799942017, 0.5433882474899292, 0.5348330140113831, 0.5539290308952332, 0.5243304967880249, 0.5574239492416382, 0.5445315837860107, 0.5452756285667419, 0.5281082391738892, 0.546272873878479, 0.5062620639801025, 0.5729434490203857, 0.5555465221405029, 0.5600063800811768, 0.5490180253982544, 0.597294270992279, 0.4874849319458008, 0.5682859420776367, 0.5231446623802185, 0.5168915390968323, 0.5312690734863281, 0.5753771066665649, 0.5648605823516846, 0.5198088884353638, 0.4882449805736542, 0.5287908911705017, 0.49372363090515137, 0.5372385382652283, 0.48870232701301575, 0.46582746505737305, 0.5749141573905945, 0.5260118246078491, 0.5307512879371643]
ENCODER_DENSE_l1024_lr0.0001_e100_wd5e-05_p6_b1.0	small	161935134	500	1024	0.0001	5e-05	1.0	6	48	[12.053979396820068, 11.24577522277832, 11.316547632217407, 11.266680717468262, 11.251985788345337, 11.328492403030396, 11.249284505844116, 11.245387315750122, 11.254412412643433, 11.329101324081421, 11.255177021026611, 11.251847982406616, 11.252298355102539, 11.32004427909851, 11.257606506347656, 11.24994683265686, 11.24256181716919, 11.301007270812988, 11.257030725479126, 11.243529558181763, 11.244528770446777, 11.254494190216064, 11.330938816070557, 11.247877836227417, 11.252745866775513, 11.246862411499023, 11.251288175582886, 11.24987506866455, 11.332918882369995, 11.257126092910767, 11.252384424209595, 11.253150224685669, 11.24768352508545, 11.248868942260742, 11.3251633644104, 11.250575065612793, 11.253034114837646, 11.254400730133057, 11.269679069519043, 11.263046979904175, 11.251364707946777, 11.250064373016357, 11.253643274307251, 11.258906841278076, 11.322908639907837, 11.253403186798096, 11.253960371017456, 11.256293058395386]	[2.458906791828297, 2.4471103968443693, 2.4336409480483443, 2.4083060600139476, 2.3610313291902894, 2.286089137748436, 2.1826671759287515, 2.0541791871741966, 1.9132384415026065, 1.7611475608966969, 1.6098445962976526, 1.4677094530176233, 1.3363748965439972, 1.2192765165258337, 1.1193167898390028, 1.0328449496516474, 0.9612651202413771, 0.9013774836504901, 0.8520309329032898, 0.8108282883961996, 0.775583216437587, 0.746664634457341, 0.7231660264509695, 0.7023558771168744, 0.6857757259298254, 0.6683313073935332, 0.6556473286063583, 0.643887045206847, 0.63161184169628, 0.6227131795000147, 0.6147116599259553, 0.6065283991672374, 0.5994927463708101, 0.5923482643233405, 0.5856275381865325, 0.5814067213623612, 0.5764705450446518, 0.5716849035686917, 0.5667390470151548, 0.5630130856125443, 0.5587589740753174, 0.5551305435321949, 0.552592067806809, 0.5493178720827456, 0.545518989916201, 0.5416405002276102, 0.5394525969469989, 0.5371997113581057]	[2.0847599506378174, 2.0987069606781006, 2.081289768218994, 2.0409200191497803, 1.914594054222107, 1.8783501386642456, 1.827113151550293, 1.6449307203292847, 1.5316497087478638, 1.422064185142517, 1.31392502784729, 1.2205160856246948, 1.10612154006958, 1.0366591215133667, 0.9530773758888245, 0.8738471269607544, 0.8289998769760132, 0.8049972057342529, 0.7733451724052429, 0.7449763417243958, 0.7406516075134277, 0.7339671850204468, 0.699966549873352, 0.6899511218070984, 0.6816335916519165, 0.6779322028160095, 0.6760729551315308, 0.6782637238502502, 0.6794480085372925, 0.6916436553001404, 0.6609749794006348, 0.6547667980194092, 0.6598827838897705, 0.6690064668655396, 0.6455133557319641, 0.6498758792877197, 0.6468126177787781, 0.6402493715286255, 0.6449019908905029, 0.6408047080039978, 0.6287047266960144, 0.6252005696296692, 0.6411634087562561, 0.6403728127479553, 0.6445180177688599, 0.650879442691803, 0.647106945514679, 0.6479206681251526]	[0.5159138441085815, 0.5801467895507812, 0.48889094591140747, 0.47814127802848816, 0.5523796677589417, 0.5023513436317444, 0.5612626075744629, 0.4819217920303345, 0.509979784488678, 0.5122457146644592, 0.5127851366996765, 0.5574818253517151, 0.516694188117981, 0.49685487151145935, 0.5593471527099609, 0.5205469727516174, 0.49101608991622925, 0.5338970422744751, 0.5300301313400269, 0.4902196526527405, 0.5197033286094666, 0.5431362986564636, 0.48344898223876953, 0.5102877616882324, 0.508195698261261, 0.5065655708312988, 0.5201367139816284, 0.4958106577396393, 0.5052350163459778, 0.5592246651649475, 0.5498896241188049, 0.5574573278427124, 0.5211477279663086, 0.5069825053215027, 0.5957019329071045, 0.5302300453186035, 0.5007190704345703, 0.49018874764442444, 0.5534267425537109, 0.5045673847198486, 0.5291828513145447, 0.47916096448898315, 0.46672335267066956, 0.4974078834056854, 0.4943677484989166, 0.5331055521965027, 0.49409744143486023, 0.5521628856658936, 0.5319326519966125, 0.4778548777103424, 0.5215697884559631, 0.4723971486091614, 0.5742777585983276, 0.49313101172447205, 0.5186789631843567, 0.4808264672756195, 0.4699269235134125, 0.4742377996444702, 0.5250614881515503, 0.5215247869491577, 0.5429519414901733, 0.48723524808883667, 0.5250339508056641, 0.47946152091026306, 0.5049098134040833, 0.5697420239448547, 0.5263760089874268, 0.5091027021408081, 0.46088990569114685, 0.48170748353004456, 0.48446717858314514, 0.5758688449859619, 0.5157443881034851, 0.5437341928482056, 0.5714340806007385, 0.49273234605789185, 0.5361610651016235, 0.4426786005496979, 0.5110716819763184, 0.5228391885757446, 0.5360569953918457, 0.4493713080883026, 0.5404097437858582, 0.5036171674728394, 0.5536825656890869, 0.507537841796875, 0.5130552053451538, 0.5807366371154785, 0.5268580913543701, 0.5475463271141052, 0.4874478876590729, 0.5119390487670898, 0.5085275769233704, 0.5303910970687866, 0.5335938334465027, 0.4989691972732544, 0.5322197079658508, 0.5659895539283752, 0.4840720295906067, 0.5148488283157349, 0.5105749368667603, 0.5396265387535095, 0.47740256786346436, 0.5070550441741943, 0.559588611125946, 0.5066052675247192, 0.5276413559913635, 0.5112444758415222, 0.4974910616874695, 0.5131377577781677, 0.518860936164856, 0.5157083868980408, 0.4938802719116211, 0.633398175239563, 0.5301600098609924, 0.529161274433136, 0.5281281471252441, 0.5082780718803406, 0.5110346674919128, 0.46299755573272705, 0.5433928966522217, 0.5338470935821533, 0.4980735182762146, 0.5233780741691589, 0.5009075999259949, 0.5250431299209595, 0.5151610374450684, 0.5322229862213135, 0.49732154607772827, 0.5200387835502625, 0.4974653124809265, 0.5620510578155518, 0.44770359992980957, 0.433669775724411]
