network_name	network_size	batch_size	latent_features	beta	learning_rate	weight_decay	patience	training_runs	training_time	train_loss	eval_loss	test_loss	training_beta_kl_loss	training_recon_loss
VAE_e30_lf512_b0.1_hl128_lr1e-05	0	500	512	0.1	1e-05	0	0	30	[54.22407102584839, 53.64871692657471, 53.785438537597656, 53.78158950805664, 53.79639530181885, 53.737648248672485, 53.76951003074646, 53.73127341270447, 53.690927028656006, 53.660048961639404, 53.66398072242737, 53.65550494194031, 53.66291856765747, 53.65286087989807, 53.637768507003784, 53.6404812335968, 53.654656410217285, 53.66750621795654, 53.63196110725403, 53.66413116455078, 53.6315221786499, 53.63721513748169, 53.62525725364685, 53.65259027481079, 53.612809896469116, 53.63525080680847, 53.5726592540741, 53.63641619682312, 53.60940408706665, 53.635743856430054]	[1213.4770093900818, 8.218053624743508, 7.680537741808664, 7.171206867411023, 6.635881152890978, 6.08784803606215, 5.543990562359492, 5.020628944748924, 4.5311058568102975, 4.084920909433138, 3.6878482706490017, 3.3448388477166495, 3.056022883171127, 2.817965948865527, 2.628156359706606, 2.479825251159214, 2.3652196547814777, 2.280907663561049, 2.2174876907042096, 2.1695407189074016, 2.135558258919489, 2.110624532969225, 2.087320827657268, 2.070607979027998, 2.0566044779760495, 2.0460115781142596, 2.0364740295779136, 2.0290318291102136, 2.0219581496147883, 2.01605761051178]	0	0	[1209.8171962542194, 6.207324003889447, 5.673372643334525, 5.165816615734782, 4.632259825865428, 4.085358364241464, 3.54260469405424, 3.019977073584284, 2.5306859747284935, 2.0847389917998087, 1.6888139446576436, 1.3463288389501118, 1.0577056138288408, 0.8207380468291896, 0.6311066454897324, 0.48297793152076857, 0.3697484949426282, 0.2846869154877606, 0.22147032073033707, 0.1746261085250548, 0.14085557322860473, 0.11633511719160847, 0.09374716192749995, 0.0773699114742201, 0.0636199333128475, 0.05265027144923806, 0.04365616666507863, 0.0361461709641541, 0.029806951931234272, 0.024423805625355316]	[3.6598115307944163, 2.010729611274742, 2.0071651140848794, 2.005390247418767, 2.003621333056972, 2.0024896586934724, 2.001385863338198, 2.000651874002956, 2.0004198877584365, 2.0001819126662754, 1.9990343224434626, 1.9985100059282213, 1.998317261536916, 1.9972278944083623, 1.997049707387175, 1.9968473173323131, 1.9954711734538986, 1.9962207586282776, 1.9960173737435114, 1.9949146094066756, 1.9947026875757037, 1.9942894205451012, 1.993573663490159, 1.9932380687622797, 1.9929845379222006, 1.993361309170723, 1.9928178673698789, 1.9928856577192033, 1.9921511968686467, 1.9916338125864665]
VAE_e30_lf512_b0.5_hl128_lr1e-05	0	500	512	0.5	1e-05	0	0	30	[54.37979483604431, 53.795392751693726, 53.800172328948975, 53.77983379364014, 53.78115630149841, 53.73930883407593, 53.768959522247314, 53.75929546356201, 53.68591094017029, 53.75532865524292, 53.736932039260864, 53.743529319763184, 53.732659101486206, 53.71233892440796, 53.73253393173218, 53.73828673362732, 53.74557566642761, 53.68300127983093, 53.738900661468506, 53.725399017333984, 53.626505851745605, 53.69508767127991, 53.701674938201904, 53.68718361854553, 53.71568465232849, 53.68116235733032, 53.708075761795044, 53.70124053955078, 53.71773886680603, 53.70335006713867]	[6066.060304448718, 31.79255910146804, 29.198248778070724, 26.71706817831312, 24.10669334161849, 21.435023861271993, 18.790679539952958, 16.252227547622862, 13.88397269873392, 11.735339244206747, 9.834619402885437, 8.1987101208596, 6.828508320308867, 5.709781892242885, 4.821621870710736, 4.133753863828523, 3.6131894347213565, 3.2278829096328643, 2.946432406703631, 2.7468324452638626, 2.595252738112495, 2.4773556866816113, 2.3894517038549696, 2.317491038214593, 2.2646383536713466, 2.220409174760183, 2.1820657835120247, 2.153474461464655, 2.1338941227822077, 2.11011808684894]	0	0	[6062.419688162349, 29.783093798728217, 27.192822132791793, 24.712726689520338, 22.103339933213732, 19.43301019782112, 16.789439331917535, 14.251745002610344, 11.884430533363705, 9.735490356172834, 7.835960879212334, 6.200911323229472, 4.830614077193396, 3.7126594405798685, 2.8246161895138875, 2.137208172962779, 1.6176461673208646, 1.2324708590195292, 0.9504912791862374, 0.7518451905676297, 0.6009227706208116, 0.48338492445292924, 0.39589981885538217, 0.3242015647923663, 0.271382001450374, 0.22698628751649744, 0.18962464933948858, 0.16118061271983952, 0.14172231929288023, 0.11836866967912231]	[3.6406343891507102, 2.009465263358184, 2.0054266271846637, 2.00434150688705, 2.0033534229511307, 2.0020137063804126, 2.0012401778783118, 2.000482570912157, 1.999542165015425, 1.9998488646178019, 1.9986585279305775, 1.9977987908891268, 1.9978942399223645, 1.9971224633710725, 1.9970056826160067, 1.9965456990259034, 1.9955432713031769, 1.9954120538064413, 1.9959411308878945, 1.9949872561153912, 1.9943299697978156, 1.9939707616964977, 1.9935518850882847, 1.9932894752848715, 1.9932563471652212, 1.9934228889289356, 1.9924411287619954, 1.992293848523072, 1.9921718058841569, 1.99174941437585]
VAE_e30_lf512_b1.0_hl128_lr1e-05	0	500	512	1.0	1e-05	0	0	30	[54.36412715911865, 53.80462956428528, 53.735132455825806, 53.748544454574585, 53.7563259601593, 53.75931978225708, 53.75183939933777, 53.77767467498779, 53.73595070838928, 53.739580154418945, 53.719135999679565, 53.748613595962524, 53.73558688163757, 53.75696802139282, 53.74720549583435, 53.73124313354492, 53.756011724472046, 53.751059770584106, 53.76450538635254, 53.75563168525696, 53.676225662231445, 53.66200375556946, 53.695804595947266, 53.70779633522034, 53.714232206344604, 53.677995443344116, 53.69166588783264, 53.70410227775574, 53.713099241256714, 53.70227289199829]	[15859.576704626992, 62.39365787733169, 57.64846388498942, 53.04113401685442, 48.11999241511027, 43.01009455181303, 37.8722877956572, 32.859999872389295, 28.101643340928213, 23.704114618755522, 19.74440604164487, 16.269437883581435, 13.299514256772541, 10.827948354539418, 8.825755657184692, 7.245771247716177, 6.02961416613488, 5.113945020096643, 4.433643109741665, 3.9325233896573386, 3.5621712378093173, 3.3109464198350906, 3.0858215242624283, 2.9072994611092975, 2.765900205998194, 2.652953416818664, 2.5578906947658178, 2.4768717218013037, 2.407977072965531, 2.349297435510726]	0	0	[15855.917147250402, 60.384990839731124, 55.642609630312236, 51.03678319567726, 46.1169592653002, 41.00772607894171, 35.87097853705997, 30.85866171973092, 26.101643289838517, 21.704850611232576, 17.745376263345992, 14.270961945965176, 11.301496389366331, 8.830613896960305, 6.828901445581799, 5.249560898258572, 4.033907786721275, 3.117895482551484, 2.4383779757079624, 1.9377014633445513, 1.5678514306034361, 1.3171423450112343, 1.0916456337131204, 0.9132882509203184, 0.7722090273385956, 0.6595609154374826, 0.5653658425878911, 0.4843025121483065, 0.41605430513265584, 0.35722592898777555]	[3.659675790085679, 2.008666978705497, 2.005854297251928, 2.004350882910547, 2.0030331789028075, 2.00236847003301, 2.001309208571911, 2.001338148400897, 2.000000012062845, 1.9992639933313643, 1.999029771557876, 1.9984759106522514, 1.998017865277472, 1.9973344235193162, 1.9968542116028922, 1.9962103494576044, 1.995706377639657, 1.996049539673896, 1.9952651450321788, 1.9948219284415245, 1.9943198022388278, 1.9938040702115922, 1.9941758942745982, 1.994011214446454, 1.993691172273386, 1.9933924997846286, 1.9925248530649005, 1.9925692116930371, 1.991922772356442, 1.992071507942109]
VAE_e30_lf512_b5.0_hl128_lr1e-05	0	500	512	5.0	1e-05	0	0	30	[54.28549098968506, 53.6845121383667, 53.66201138496399, 53.64034914970398, 53.647057056427, 53.611395597457886, 53.626458168029785, 53.64820694923401, 53.62835884094238, 53.618693113327026, 53.61109805107117, 53.59127998352051, 53.581576347351074, 53.59140682220459, 53.62570667266846, 53.58199143409729, 53.546613454818726, 53.56766057014465, 53.599116802215576, 53.56437397003174, 53.57820749282837, 53.5577175617218, 53.55750608444214, 53.55673575401306, 53.54231834411621, 53.575814962387085, 53.57290697097778, 53.579662561416626, 53.59081435203552, 53.551106452941895]	[100670.61388578868, 295.93428570883617, 273.6710096086775, 253.07070287068686, 230.87916324252174, 207.460369518825, 183.50941866920107, 159.73097649074737, 136.77182106744675, 115.19003171012515, 95.42348707289923, 77.78556619371686, 62.45295640400478, 49.47442944844564, 38.779863454046705, 30.19814936319987, 23.48709575335185, 18.360403940791176, 14.521639460609073, 11.696069226378487, 9.73121498170353, 8.09961542061397, 6.950370152791341, 6.076137483119965, 5.396314710378647, 4.8519877805596305, 4.413011157796497, 4.048753920055571, 3.743219876573199, 3.485003804167112]	0	0	[100666.93610463824, 293.92466713133314, 271.66530518304734, 251.06682032630556, 228.8761621656872, 205.45885985238212, 181.50856349581764, 157.73020144871302, 134.77245446613856, 113.19024578730266, 93.42491626739502, 75.7869789032709, 60.45566420328049, 47.47813329242525, 36.783455865723745, 28.20201364017668, 21.491154897780646, 16.36509486323311, 12.526865451108842, 9.701053145385924, 7.7364482042335325, 6.105583073127837, 4.957089681000936, 4.0823999011800405, 3.4031459589799247, 2.859613911027, 2.419786344681467, 2.0560579644072625, 1.750963447349412, 1.4929499211055892]	[3.6784373876594363, 2.009618803149178, 2.00570425533113, 2.003882461005733, 2.00300095194862, 2.001510029392583, 2.0008549076460658, 2.000775197786944, 1.999366972063269, 1.9997859891681444, 1.9985709488391876, 1.998587344728765, 1.9972922603289287, 1.9962961900801885, 1.9964076078363828, 1.996135762404828, 1.9959408850187348, 1.9953090892661185, 1.9947740219178653, 1.9950160859596162, 1.9947667913067908, 1.994032336132867, 1.9932804593727702, 1.9937375947123481, 1.9931687613328297, 1.9923738663395245, 1.9932248141793978, 1.9926959496168863, 1.9922564235471545, 1.9920538809327852]
VAE_e30_lf512_b10.0_hl128_lr1e-05	0	500	512	10.0	1e-05	0	0	30	[54.25978374481201, 53.64519953727722, 53.62926411628723, 53.67288303375244, 53.66671109199524, 53.63379883766174, 53.65099573135376, 53.645445346832275, 53.654093503952026, 53.60068726539612, 53.41929626464844, 55.69029712677002, 53.55640769004822, 53.57029175758362, 53.53088903427124, 53.53554344177246, 53.53896188735962, 53.58989715576172, 53.55290460586548, 53.55519938468933, 53.60047173500061, 53.60547709465027, 53.557560443878174, 53.59211754798889, 53.58903121948242, 53.48404002189636, 53.38608384132385, 53.354039669036865, 53.35220408439636, 53.36016535758972]	[140171.77617763338, 568.9293898627872, 522.1363796052478, 478.2765701838902, 431.7716047196161, 383.6200232732864, 335.33379309517994, 288.3328475043887, 243.82876423427038, 202.77247923896425, 165.84880983261834, 133.4667203539894, 105.77462214515323, 82.69063994998024, 63.92957050459726, 49.057731719244096, 37.5468199026017, 28.82592416944958, 22.33235591650009, 17.555659030164993, 14.176974364689418, 11.730244662080493, 9.671086265927268, 8.134310410136269, 6.9598185278120495, 6.037999611525309, 5.291295189233053, 4.679932602814266, 4.180321877910977, 3.766921368383226]	0	0	[140168.11127399263, 566.9202921731131, 520.1305052439371, 476.27312542143324, 429.76862780253094, 381.6180456252325, 333.33219655354816, 286.33256231035506, 241.82843521663122, 200.77378795260475, 163.8501445452372, 131.46816024326142, 103.77696010044643, 80.69317016147431, 61.932370719455534, 47.06206383023943, 35.55135104202089, 26.830421413694108, 20.337026874224346, 15.56111030351548, 12.182957618009477, 9.73546611411231, 7.676991292408535, 6.141157612914131, 4.966340380055564, 4.044466637429737, 3.2987883509624574, 2.687122108680861, 2.188251951620692, 1.7751242965459824]	[3.6671023248207, 2.009099195755663, 2.005875264959676, 2.003443550850664, 2.002976970303626, 2.0019771577346894, 2.001596860587597, 2.000284852726119, 2.0003289363923527, 1.9986917490050906, 1.9986653100876581, 1.9985601873624892, 1.9976617938705854, 1.997469808728922, 1.9971997713049252, 1.9956679386751992, 1.9954688992528689, 1.9955027734949475, 1.9953290082159496, 1.9945487280686696, 1.9940167569688387, 1.994778529873916, 1.9940949642942065, 1.9931527879976092, 1.993478143499011, 1.9935329748051507, 1.9925068315295946, 1.9928104863280343, 1.992069919904073, 1.9917970633222943]
VAE_e30_lf512_b50.0_hl128_lr1e-05	0	500	512	50.0	1e-05	0	0	30	[60.16688275337219, 53.51841878890991, 53.503491163253784, 53.47982382774353, 53.53207015991211, 53.58508372306824, 53.606908321380615, 53.518139600753784, 53.51564693450928, 53.50638008117676, 53.547276973724365, 53.566803216934204, 53.53030586242676, 53.52790975570679, 53.522685050964355, 53.51641631126404, 53.53674626350403, 53.51776194572449, 53.53240203857422, 53.511430501937866, 53.522297620773315, 53.49135184288025, 53.50266361236572, 53.51234197616577, 53.52927279472351, 53.51551008224487, 53.51905632019043, 53.48582601547241, 53.48718571662903, 53.478734493255615]	[537646.2673078264, 2958.5059196835473, 2701.473821004232, 2454.3646494547525, 2194.5476550147646, 1928.852267310733, 1666.1119286673409, 1414.1444555010114, 1179.2854527064733, 966.2190313793365, 777.9886142185757, 616.037478129069, 480.34907613481795, 369.6570313317435, 281.6814898536319, 213.47997506459555, 161.75590982891265, 123.2002082098098, 94.75764295033046, 73.79563652901422, 59.05413686661493, 47.62107243992033, 37.80421712284996, 30.22683621020544, 24.557385932831536, 20.5581293957574, 16.50408248674302, 13.585083433559962, 11.210464480377379, 8.95127203634807]	0	0	[537642.6188550676, 2956.495914277576, 2699.4685258411228, 2452.3602672758557, 2192.5449156988234, 1926.8501154581706, 1664.1101401192802, 1412.1438249860491, 1177.2848507109143, 964.2198713393439, 775.9899317423502, 614.0395411536807, 478.35189628601074, 367.65933277493434, 279.68537444160097, 211.48427522750129, 159.75982171013243, 121.20536293302264, 92.76323295774914, 71.80147989590962, 57.059410174687706, 45.62730585961115, 35.81034188043503, 28.23333768049876, 22.56412413006737, 18.565263430277508, 14.511705909456525, 11.592435728935968, 9.218130184071404, 6.959264164879208]	[3.643054016289257, 2.0100134266983893, 2.00529727020434, 2.0043881769691194, 2.002737439104489, 2.0021531315786496, 2.001787264432226, 2.0006328945358596, 2.000602801995618, 1.9991583047168595, 1.9986822835746265, 1.997937067988373, 1.9971798569673584, 1.9976985170727684, 1.9961149525784312, 1.9956994234096437, 1.996088067335742, 1.9948449280290377, 1.9944099645529474, 1.9941566348785447, 1.9947267220843405, 1.9937665866953986, 1.9938752005497615, 1.9934985233204705, 1.9932617928300584, 1.992865933194047, 1.9923765733838081, 1.9926477578424273, 1.992334246635437, 1.9920078732428097]
VAE_e30_lf256_b0.01_hl128_lr1e-05	0	500	256	0.01	1e-05	0	0	30	[30.222834587097168, 29.630591869354248, 29.643868446350098, 29.615891695022583, 29.61194896697998, 29.579540252685547, 29.572611093521118, 29.590601444244385, 29.588245391845703, 29.59921646118164, 29.598262310028076, 29.573298692703247, 29.58122682571411, 29.585264921188354, 29.581915616989136, 29.597278118133545, 29.579349756240845, 29.58599877357483, 29.576064586639404, 29.584869623184204, 29.562548398971558, 29.544575214385986, 29.543078184127808, 29.542667627334595, 29.535667419433594, 29.553728342056274, 29.539211988449097, 29.549554347991943, 29.53563642501831, 29.541529655456543]	[222.66810480682622, 2.6468495357604254, 2.582394092565491, 2.5452429893470945, 2.5078525564500262, 2.4690846545355662, 2.4289827268748057, 2.387990429997444, 2.347232449622381, 2.3066687874850773, 2.2681191748096827, 2.23091807109969, 2.197736835195905, 2.1658629973729453, 2.1390676966735294, 2.113840442328226, 2.0927693762239956, 2.0752596734535125, 2.0605749863953817, 2.0479085101258185, 2.0389238138284003, 2.032001459882373, 2.0258418467073214, 2.0209224493730638, 2.017246645476137, 2.0148097028334937, 2.012324342415446, 2.0101901530509902, 2.008106892662389, 2.007053669364679]	0	0	[217.78628363673175, 0.6156928862134615, 0.5576330593654087, 0.522430629513803, 0.4870459327385539, 0.44977868924893083, 0.41089406254745664, 0.3710915737208866, 0.33115149355892626, 0.29185488469721305, 0.2539436923606055, 0.21807504312268325, 0.18479799514725095, 0.1545298032329551, 0.12754568306817896, 0.10397898263874508, 0.08381780442072168, 0.06692729246181746, 0.053069547694619926, 0.04192760230285958, 0.03314246313779482, 0.026329756415049945, 0.021146688019923334, 0.017214491661261058, 0.01418675668814796, 0.011914169122021468, 0.010112499912446808, 0.008713743359770714, 0.00759665685057241, 0.006682823008824406]	[4.881823015354929, 2.031156654868807, 2.0247610314261344, 2.022812357615857, 2.020806622647104, 2.019305965020543, 2.0180886728422984, 2.0168988555669785, 2.0160809510520528, 2.0148138999938965, 2.014175482094288, 2.012843026646546, 2.0129388379199162, 2.0113332009031657, 2.0115220117427053, 2.009861454722427, 2.0089515763379278, 2.0083323834197864, 2.0075054367383323, 2.005980903903643, 2.0057813507460414, 2.0056716980678693, 2.0046951582744006, 2.0037079513782547, 2.0030598846219836, 2.0028955343933332, 2.002211842863333, 2.001476410244192, 2.0005102377562296, 2.0003708466177894]
VAE_e30_lf256_b0.05_hl128_lr1e-05	0	500	256	0.05	1e-05	0	0	30	[30.301922082901, 29.72495985031128, 29.726507902145386, 29.69386887550354, 29.675488471984863, 29.68588948249817, 29.679535388946533, 29.68624210357666, 29.673108100891113, 29.684391736984253, 29.677483558654785, 29.565712213516235, 29.53683614730835, 29.54171061515808, 29.553526163101196, 29.68363094329834, 29.67516255378723, 29.673253536224365, 29.664810180664062, 29.665791749954224, 29.57553219795227, 29.574073314666748, 29.560227632522583, 29.578542947769165, 29.569512128829956, 29.566739797592163, 29.586017370224, 29.57680630683899, 29.58862018585205, 29.586252689361572]	[564.1439552236171, 5.183816627377555, 4.863378178505671, 4.646087992758978, 4.430302355970655, 4.203223251161122, 3.9752586689733325, 3.7475493883802775, 3.5253405500025976, 3.315295146334739, 3.1183318070002963, 2.9392099054086778, 2.7774061312278113, 2.6365905574389865, 2.5159314466374263, 2.413737404914129, 2.3295439112754095, 2.2618320818458284, 2.2070953853073574, 2.1659008874779655, 2.133603027888707, 2.1081088827479455, 2.0891600187335695, 2.0752925777009557, 2.062869753511179, 2.0528487623447464, 2.045221638466631, 2.0380431676194783, 2.0309693160511197, 2.024615349868933]	0	0	[559.3395698815584, 3.152278130253156, 2.83908954617523, 2.6243274854052636, 2.407968640682243, 2.184145586831229, 1.9565205329230853, 1.7300515231632052, 1.5097555738119852, 1.2999856578452247, 1.1043559289759113, 0.9256187139877251, 0.7656367951560588, 0.6253763745051055, 0.504962213692211, 0.40375627461998237, 0.3204834130814388, 0.2533665519385111, 0.2003254313908872, 0.1591171788140422, 0.12751769662524262, 0.10344186926349289, 0.08505367779261655, 0.07082491550993707, 0.0595789842329742, 0.050550306138272084, 0.0428859808626363, 0.036636568212305154, 0.030592038068876025, 0.025644723952393093]	[4.804387938053835, 2.03153849641482, 2.0242886280729655, 2.0217605041606084, 2.0223337078378316, 2.0190776707161042, 2.0187381300188245, 2.0174978691197576, 2.0155849769001914, 2.015309498068832, 2.013975876427832, 2.013591183792977, 2.0117693298629353, 2.011214173975445, 2.0109692372026897, 2.0099811358820823, 2.009060500633149, 2.0084655409057937, 2.006769953384286, 2.0067837131874904, 2.006085336563133, 2.0046670099809054, 2.0041063438568796, 2.0044676611820855, 2.003290770309312, 2.0022984544436135, 2.002335662997904, 2.0014065990135785, 2.000377274694897, 1.998970621398517]
VAE_e30_lf256_b0.1_hl128_lr1e-05	0	500	256	0.1	1e-05	0	0	30	[30.24873995780945, 29.593306064605713, 29.60037589073181, 29.57927703857422, 29.576723098754883, 29.57382607460022, 29.559423208236694, 29.57775902748108, 29.565979480743408, 29.569800853729248, 29.566182136535645, 29.568578720092773, 29.552716493606567, 29.56483030319214, 29.55642342567444, 29.566245555877686, 29.546843767166138, 29.568068504333496, 29.560741662979126, 29.59902811050415, 29.546040296554565, 29.559896230697632, 29.55835723876953, 29.56005311012268, 29.552538633346558, 29.556751489639282, 29.545228242874146, 29.558677196502686, 29.553154706954956, 29.56064224243164]	[1428.4083710596674, 8.479715750330971, 7.90652516910008, 7.505239410059793, 7.099589227210908, 6.672810282026019, 6.232330000116711, 5.787307370276678, 5.347171288161051, 4.918512693473271, 4.511846223047802, 4.131060754259427, 3.784500630128951, 3.4738101228362037, 3.201592592965989, 2.9647137849103835, 2.7669733315706253, 2.604118589134443, 2.471954352798916, 2.366465707619985, 2.285004681064969, 2.2225394383782433, 2.1757837931315103, 2.1396169385739734, 2.1135323271155357, 2.09537516889118, 2.076308588541689, 2.06336767723163, 2.0524570764530274, 2.043597055687791]	0	0	[1423.5267712090697, 6.447908577464876, 5.880981639737175, 5.4833192981424785, 5.0782744366498225, 4.653498017362186, 4.2147683181933, 3.77078562052477, 3.3308759175595783, 2.9039137682744434, 2.497764238644214, 2.1190039217472076, 1.7727292478084564, 1.4624491883885293, 1.1900118335726715, 0.9556908220762298, 0.7583489980371225, 0.5956304743885994, 0.4642617197795993, 0.3603251022951944, 0.27963579086852924, 0.21798920329837573, 0.171438378259717, 0.1364834531476455, 0.11057369734737135, 0.09298521231505133, 0.0751690632397575, 0.06239933221201811, 0.05253761799429499, 0.04458308998229248]	[4.881595004527342, 2.031807124259926, 2.025543518719219, 2.021920114400841, 2.02131479481856, 2.0193122756623088, 2.017561686180887, 2.0165217529450143, 2.016295351088047, 2.014598921650932, 2.014082009238856, 2.012056833221799, 2.011771389416286, 2.011360928416252, 2.011580758151554, 2.009022955028784, 2.0086243298082125, 2.008488110843159, 2.0076926400264106, 2.006140612065792, 2.005368894409566, 2.004550235257262, 2.004345415603547, 2.003133483585857, 2.002958633005619, 2.0023899596361887, 2.0011395290493965, 2.0009683423808644, 1.9999194531923248, 1.9990139667476927]
VAE_e30_lf256_b0.5_hl128_lr1e-05	0	500	256	0.5	1e-05	0	0	30	[30.51039719581604, 29.888781309127808, 29.87518620491028, 29.86614465713501, 29.844372749328613, 29.79325246810913, 29.79240131378174, 29.790773630142212, 29.797992706298828, 29.776248931884766, 29.80128288269043, 29.774542808532715, 29.785680770874023, 29.782043933868408, 29.78798270225525, 29.795673847198486, 29.800944805145264, 29.73496437072754, 29.73008155822754, 29.713039875030518, 29.726253509521484, 29.717928409576416, 29.717532873153687, 29.717769622802734, 29.714966535568237, 29.7165470123291, 29.71741032600403, 29.71279788017273, 29.70701766014099, 29.717272996902466]	[5861.503882828213, 33.84930838289715, 30.81641968658992, 28.7302082379659, 26.606114824612934, 24.402205120949517, 22.15227230957576, 19.90690378915696, 17.711913900715963, 15.609783172607422, 13.638031230086373, 11.822187009311858, 10.183098293486095, 8.731156102248601, 7.471113603739512, 6.396879004580634, 5.5014483105568655, 4.766748300620487, 4.176426820102192, 3.70956090092659, 3.346829952228637, 3.062399284470649, 2.845257431268692, 2.677779589380537, 2.547916684831892, 2.4466223418712616, 2.3696890813963756, 2.3004979966651824, 2.246801184046836, 2.1998264775389718]	0	0	[5856.641067754655, 31.816054724511645, 28.791192491849262, 26.708455488795327, 24.58530602568672, 22.3816134759358, 20.1334255309332, 17.888948670455388, 15.695634120986576, 13.595532176040468, 11.624150758697873, 9.809309085210165, 8.170740472418922, 6.719873713595526, 5.460126776070822, 4.3877070879652385, 3.492433494045621, 2.7591921850329353, 2.1695133050282798, 1.702993081439109, 1.338975346514157, 1.0576011799275875, 0.8411140633480889, 0.6743692599591755, 0.5449743810154143, 0.4445716315614326, 0.36827179993547143, 0.29999339589405627, 0.24627693551814273, 0.2003517055972701]	[4.862736100951831, 2.033253672577086, 2.0252271816134453, 2.0217528105491684, 2.02080880460285, 2.020591678363936, 2.0188467222310247, 2.017955133247943, 2.0162797705048607, 2.014251012177694, 2.0138804770651317, 2.0128778818817366, 2.0123577933935892, 2.0112823950392857, 2.010986818798951, 2.009171921937239, 2.0090148161564554, 2.0075561177162897, 2.0069135140095438, 2.0065678155847957, 2.0078546138746396, 2.004798104365667, 2.0041433686301824, 2.0034103251638866, 2.0029422974302653, 2.002050714478606, 2.001417280307838, 2.0005046019241925, 2.0005242501695952, 1.9994747674181348]
VAE_e30_lf256_b1.0_hl128_lr1e-05	0	500	256	1.0	1e-05	0	0	30	[30.19697403907776, 29.564737558364868, 29.568816900253296, 29.55929923057556, 29.554370403289795, 29.544126272201538, 29.551976203918457, 29.545425176620483, 29.53144145011902, 29.55726933479309, 29.536376237869263, 29.52508044242859, 29.540664434432983, 29.524750232696533, 29.514063835144043, 29.51317811012268, 29.516287088394165, 29.521613836288452, 29.52403712272644, 29.537791967391968, 29.527787685394287, 29.53241753578186, 29.518171072006226, 29.538223028182983, 29.529347896575928, 29.525141954421997, 29.517553567886353, 29.52258539199829, 29.526410818099976, 29.522305965423584]	[15437.42648100853, 67.9925598303477, 61.55606491225107, 57.379236096427555, 53.19097390628996, 48.84078209740775, 44.37196597598848, 39.870465749786014, 35.42686520871662, 31.122625924292066, 27.035961451984587, 23.22644061133975, 19.743386986709776, 16.62083194937025, 13.873650403249831, 11.50517189502716, 9.505352715651194, 7.85089153335208, 6.508915722370148, 5.444090973763239, 4.613509241314161, 3.979474799264045, 3.500311404466629, 3.1412503073612847, 2.877305397675151, 2.6949791312217712, 2.5522485176722207, 2.4308462809948694, 2.345411792397499, 2.278758781296866]	0	0	[15432.56233785266, 65.96031400135585, 59.53143512635004, 55.357094605763756, 51.17092264266241, 46.82037812187558, 42.352880648204255, 37.85337558814457, 33.409840856279644, 29.107130538849603, 25.020552708989097, 21.212527473767597, 17.730989118417103, 14.60876624073301, 11.862924093291873, 9.495859709523973, 7.4965827990145915, 5.842430456053643, 4.501985518705277, 3.437568267186483, 2.60868338460014, 1.9743943413098652, 1.4960422246229081, 1.1391293768371855, 0.8742883184126445, 0.693564582438696, 0.5512115071926799, 0.4304414667366516, 0.34501922139454455, 0.27917696854897905]	[4.864243454521611, 2.0322459098838626, 2.0246297642588615, 2.0221414562492144, 2.0200513345854625, 2.0204040276862325, 2.0190854590563547, 2.0170901041655314, 2.0170243513726054, 2.015495346060821, 2.015408780603182, 2.0139131169943583, 2.0123978484244573, 2.012065704024973, 2.0107263145702228, 2.0093122011139277, 2.008769929409027, 2.00846106665475, 2.0069302075675557, 2.0065226959330693, 2.0048258641646024, 2.0050804597281275, 2.0042691816176688, 2.002120928395362, 2.003017088487035, 2.0014145445256006, 2.0010370079960142, 2.0004048155886784, 2.000392573220389, 1.999581811328729]
