network_name	network_size	batch_size	latent_features	beta	learning_rate	weight_decay	patience	training_runs	training_time	train_loss	eval_loss	test_loss	training_beta_kl_loss	training_recon_loss
VAE_e30_lf256_b5.0_hl128_lr1e-05	0	500	256	5.0	1e-05	0	0	30	[30.221762657165527, 29.587603330612183, 29.57314395904541, 29.55394458770752, 29.549875259399414, 29.54796314239502, 29.543509006500244, 29.546687841415405, 29.533175468444824, 29.53887438774109, 29.534374237060547, 29.53358769416809, 29.525310277938843, 29.5390567779541, 29.51743507385254, 29.52446460723877, 29.531071662902832, 29.539984703063965, 29.53510594367981, 29.54419708251953, 29.575381994247437, 29.687123775482178, 29.665676832199097, 29.652393579483032, 29.686904907226562, 29.6669979095459, 29.673598766326904, 29.660133361816406, 29.66570281982422, 29.65857720375061]	[47937.34322829473, 319.0169481549944, 284.1963396980649, 260.5261523837135, 237.0828533626738, 213.29891813369025, 189.511165982201, 166.206185454414, 143.85496589115687, 122.8568210147676, 103.52640960330055, 86.08252395902362, 70.65719956443424, 57.29123029254732, 45.94651182492574, 36.520984819957185, 28.854366041365125, 22.751178253264655, 17.99512973002025, 14.35926468031747, 11.622416192576999, 9.580213194801694, 8.060460681007022, 6.9190706596488045, 6.045992709341503, 5.356863067263649, 4.800429242707434, 4.426420997296061, 4.044094293600037, 3.7146780625695275]	0	0	[47932.51655333383, 316.98444711594357, 282.1700575692313, 258.5043889454433, 235.06188533419655, 211.28022738865442, 187.4933949425107, 164.1892123903547, 141.83887963067917, 120.84176678884597, 101.51143017269317, 84.06952140444801, 68.6451922030676, 55.28035042399452, 43.93696008409773, 34.511460502942406, 26.84574004014333, 20.74424357641311, 15.988728230907803, 12.353226431778499, 9.616486214456105, 7.57603385476839, 6.0569791566757925, 4.915596774646214, 4.0423467506965, 3.3550503849983215, 2.7993275870879493, 2.425892702170781, 2.0444665824373565, 1.7146390048520905]	[4.8260687579001695, 2.0325015609463057, 2.0262822530099323, 2.0217635720258667, 2.020968282861369, 2.01869076667797, 2.0177712781088695, 2.0169731751084328, 2.016086826012248, 2.0150542418871606, 2.014979580328578, 2.013002705361162, 2.0120073287259963, 2.010879761051564, 2.009551662774313, 2.009524279052303, 2.0086259891589484, 2.006934737875348, 2.0064014767607055, 2.006038261311395, 2.0059299575431004, 2.0041793382593562, 2.0034815186545964, 2.0034739006133306, 2.003645955806687, 2.001812661687533, 2.0011016612961177, 2.000528284126804, 1.9996277044216793, 2.0000390541695414]
VAE_e30_lf256_b10.0_hl128_lr1e-05	0	500	256	10.0	1e-05	0	0	30	[30.20079493522644, 29.56523895263672, 29.573303937911987, 29.548927307128906, 29.545822143554688, 29.537020683288574, 29.513694047927856, 29.53896188735962, 29.52972412109375, 29.518934965133667, 29.516692876815796, 29.53129506111145, 29.52190089225769, 29.531566858291626, 29.523852825164795, 29.532580137252808, 29.499467849731445, 29.525740146636963, 29.53095555305481, 29.625917434692383, 29.559194564819336, 29.572375535964966, 29.561985731124878, 29.575783491134644, 29.56115746498108, 29.569547414779663, 29.54157328605652, 29.570083618164062, 29.56512761116028, 29.592216968536377]	[152778.189827147, 696.7533636547271, 630.8597497485932, 588.6908378601074, 545.7787666320801, 500.783719653175, 454.3109943753197, 407.3290259043376, 360.7970819927397, 315.6312404814221, 272.6367231550671, 232.4953344435919, 195.7303464526222, 162.70980006172545, 133.6355196407863, 108.55445330483573, 87.36105329649789, 69.82687069120861, 55.624982879275365, 44.35074299290066, 35.569827988034206, 28.831118952660333, 23.71161114601862, 19.83684073175703, 16.914473317918322, 14.586779926504407, 12.708623579570226, 11.194215280669075, 9.899022723947253, 8.795606953757149]	0	0	[152773.330048879, 694.7211361839658, 628.8342670259021, 586.6680944533575, 543.7582616351899, 498.7639256431943, 452.2927044459752, 405.3107416062128, 358.78085672287716, 313.61568223862423, 270.62320504869734, 230.48181888035364, 193.71845199948265, 160.69871198563348, 131.6263495172773, 106.54474714824131, 85.35162281990051, 67.81835930688041, 53.61673747925531, 42.34468888101124, 33.563646327881585, 26.826133847236633, 21.707286931219556, 17.83260657957622, 14.910972189335595, 12.58410043092001, 10.707507034142813, 9.193074995563144, 7.899323041949954, 6.796654813346409]	[4.8617804529411455, 2.0322283211918104, 2.0254837615149364, 2.0227437615394592, 2.0205055187855447, 2.0197946539237384, 2.018290462238448, 2.0182840738977705, 2.01622420336519, 2.015557695712362, 2.013518288021996, 2.013515598007611, 2.0118946532408395, 2.011087959720975, 2.0091700351663997, 2.009706156949202, 2.0094304641797427, 2.0085113463657245, 2.008245325869038, 2.0060541037292707, 2.006181669731935, 2.004985035884948, 2.0043242038005875, 2.0042340851255824, 2.003501112971987, 2.002679482811973, 2.001116541879518, 2.0011402755266143, 1.9996997025750933, 1.9989521184137888]
VAE_e30_lf256_b50.0_hl128_lr1e-05	0	500	256	50.0	1e-05	0	0	30	[30.223939180374146, 29.586122512817383, 29.58917260169983, 29.570214986801147, 29.567107439041138, 29.561790466308594, 29.554976224899292, 29.56281542778015, 29.55852723121643, 29.57153081893921, 29.557031393051147, 29.564316987991333, 29.547667980194092, 29.57024884223938, 29.559197187423706, 29.562111139297485, 29.559382915496826, 29.56962537765503, 29.559955835342407, 29.56413698196411, 29.549668550491333, 29.563530921936035, 29.53373074531555, 29.54931402206421, 29.548167943954468, 29.553632497787476, 29.5506649017334, 29.549147844314575, 29.546303033828735, 29.535019397735596]	[399667.05958121165, 3053.602609543573, 2750.211556207566, 2522.8690378098263, 2292.5343235560827, 2056.720472789946, 1820.1663171677362, 1588.3352526710146, 1366.1437290736608, 1157.7570446559362, 966.432479495094, 794.4552492414202, 643.1512376694452, 512.9166887374151, 403.30433137076244, 313.1353921436128, 240.65899649120513, 183.7319670631772, 139.98932357061477, 107.05070790790376, 82.64595353035699, 64.77074558394295, 51.7211711974371, 42.160534739494324, 35.068675410179864, 29.669595128013974, 25.45869981674921, 22.854622562726338, 20.05317862544741, 17.30824517636072]	0	0	[399662.27106366836, 3051.5695350283668, 2748.1866353352866, 2520.8460526239305, 2290.5138651529946, 2054.7015627906435, 1818.1474304199219, 1586.3177947998047, 1364.1275965372722, 1155.7427241007488, 964.418565659296, 792.4417424883161, 641.1394414447602, 510.90566062927246, 401.29468827020554, 311.1258091699509, 238.65026410420737, 181.72348381224134, 137.98234333310808, 105.04511176972161, 80.64076232910156, 62.7670248235975, 49.717207795097714, 40.15710487819853, 33.066604092007594, 27.667733067557926, 23.457509614172437, 20.85426643916539, 18.05345640863691, 15.30916990268798]	[4.787896022555374, 2.0330703148529645, 2.0249202641702833, 2.022981913671607, 2.020453628330004, 2.0189071687914075, 2.018884626882417, 2.01745656984193, 2.0161333133776984, 2.01431644033818, 2.0139137935780345, 2.0135077419025555, 2.011795737558887, 2.0110280158973874, 2.009643492954118, 2.009582167934804, 2.008732160287244, 2.0084833364401544, 2.0069805997468175, 2.0055959792364213, 2.0051911122032573, 2.0037207053530786, 2.0039634750712487, 2.0034298907433237, 2.0020713955163956, 2.0018620505219413, 2.0011901717100824, 2.0003560607632003, 1.9997221738809632, 1.999075296379271]
VAE_e30_lf128_b0.01_hl128_lr1e-05	0	500	128	0.01	1e-05	0	0	30	[20.63890838623047, 20.05113959312439, 20.039408206939697, 20.028913259506226, 20.03300380706787, 20.042184591293335, 20.05160164833069, 20.023262977600098, 20.023369073867798, 20.041733026504517, 20.030736446380615, 20.050074815750122, 20.02695918083191, 20.04216170310974, 20.034820318222046, 20.042183876037598, 20.028373956680298, 20.040956735610962, 20.026482343673706, 20.020041942596436, 20.037118196487427, 20.034077405929565, 20.03002405166626, 20.030431747436523, 20.02761459350586, 20.030953407287598, 20.032433032989502, 20.01525354385376, 20.02658438682556, 20.01568579673767]	[191.30652356431597, 2.851006431238992, 2.6943743250199725, 2.6401431212822595, 2.598374223425275, 2.5591056623629163, 2.5182360197816576, 2.4770150972264156, 2.4357606655075434, 2.395670608395622, 2.3571955731936862, 2.3191527248848054, 2.282427816873505, 2.248986760775248, 2.2176101200637364, 2.1875915129979453, 2.162553818452926, 2.138249928043002, 2.11754286360173, 2.0991067034857616, 2.0832909615266892, 2.0704179888679866, 2.057118982786224, 2.048343475021067, 2.0409049459156536, 2.0337596823062216, 2.0272388220542954, 2.021701000276066, 2.0187702157667706, 2.0133719213661694]	0	0	[184.28499905569922, 0.7632449473298731, 0.6269109177270106, 0.5806972584908917, 0.5429542580885547, 0.5057649568965038, 0.46784803617213455, 0.42934702292439486, 0.39072147641508354, 0.352467389599908, 0.3151212841538446, 0.2791836154868915, 0.2450804722805818, 0.21315838090543235, 0.1836779322475195, 0.15681617939844728, 0.13266966509677114, 0.11125725452300339, 0.09252511179961619, 0.07636309218859035, 0.06260874736610622, 0.05105780719202899, 0.041480838820072155, 0.033635617876868876, 0.0272756090964235, 0.022176647883108153, 0.01810314446975965, 0.014867311371268616, 0.012296763761523402, 0.010244373433081256]	[7.021524002864247, 2.0877614847960926, 2.0674634025920007, 2.059445860130446, 2.055419960547061, 2.05334070147503, 2.0503879821016673, 2.047668074568113, 2.0450391900681315, 2.0432032137399627, 2.0420742875763347, 2.0399691121918813, 2.03734734335116, 2.0358283828411783, 2.033932184889203, 2.030775334508646, 2.0298841567266557, 2.026992677223115, 2.025017755726973, 2.0227436171401116, 2.0206822117879275, 2.0193601768641245, 2.015638142824173, 2.014707851267996, 2.0136293371518454, 2.0115830380292166, 2.0091356812488463, 2.0068336916821345, 2.006473454336325, 2.003127547247069]
VAE_e30_lf128_b0.05_hl128_lr1e-05	0	500	128	0.05	1e-05	0	0	30	[20.543030261993408, 19.951439380645752, 19.927701234817505, 19.92583203315735, 19.907092332839966, 19.925713062286377, 19.925057888031006, 19.908164501190186, 19.92048144340515, 19.91715693473816, 19.915948152542114, 19.918111562728882, 19.93073058128357, 19.91091752052307, 19.928508043289185, 19.91699457168579, 19.923938751220703, 19.9747953414917, 19.96573781967163, 19.970669746398926, 19.962523460388184, 19.96603012084961, 19.982656002044678, 20.000974416732788, 20.00823140144348, 19.99834442138672, 19.986838340759277, 20.004996299743652, 20.007598638534546, 20.007187366485596]	[321.1378170067356, 5.403811640682674, 4.742506465741566, 4.510976953875451, 4.322199165821075, 4.14142039843968, 3.958533891609737, 3.7786575648046674, 3.601046540197872, 3.432510705930846, 3.268793149363427, 3.111194737610363, 2.9682716571149372, 2.834111268321673, 2.7138806936286746, 2.605201746736254, 2.5108847603911446, 2.4252937031643733, 2.3514788086925233, 2.289239899743171, 2.235800807674726, 2.192086724298341, 2.1542759445451556, 2.122841381600925, 2.097875693724269, 2.0781375911264193, 2.06186254996629, 2.046959724099863, 2.0371479956167087, 2.0285928770899773]	0	0	[314.28727090642565, 3.3239574077583494, 2.678790234738872, 2.454358369821594, 2.268754950591496, 2.0890597232750485, 1.9101966952993756, 1.7326909505895205, 1.5583559185976075, 1.3892667861211867, 1.2274046572191375, 1.074530159965867, 0.9320659094623157, 0.8010673496340003, 0.6821845251002482, 0.5756718482644785, 0.48143630386108444, 0.39906198753132704, 0.327888412134988, 0.26709467664893183, 0.21573959361939204, 0.17282351713982366, 0.13734516414946743, 0.10831695952497068, 0.08481517169136732, 0.065979538496495, 0.051192254304797166, 0.039709023161170386, 0.0312629515593428, 0.023661123123019934]	[6.850547902286053, 2.079854229731219, 2.063716234905379, 2.0566185946975435, 2.053444223389739, 2.052360672326315, 2.0483372034061524, 2.045966612441199, 2.042690621955054, 2.043243932582083, 2.0413884960469746, 2.0366645849176814, 2.036205737718514, 2.0330439053830647, 2.0316961673753604, 2.0295298833932196, 2.029448463093667, 2.0262317253010615, 2.023590397976694, 2.0221452333387875, 2.0200612168936503, 2.0192632061384974, 2.016930783078784, 2.014524421876385, 2.013060525769279, 2.012158053261893, 2.0106702950738726, 2.0072507091930936, 2.005885041185788, 2.0049317528804145]
VAE_e30_lf128_b0.1_hl128_lr1e-05	0	500	128	0.1	1e-05	0	0	30	[20.65608310699463, 20.053091526031494, 20.05034852027893, 20.034902334213257, 20.03058123588562, 20.04845142364502, 20.039290189743042, 20.042518377304077, 20.051013946533203, 20.059147119522095, 20.052210807800293, 20.04107904434204, 20.039564847946167, 20.04151678085327, 20.03115177154541, 20.03604817390442, 20.04043483734131, 20.04158067703247, 20.01316738128662, 20.04051637649536, 20.035281658172607, 20.036514043807983, 20.05306124687195, 20.049193143844604, 20.047205209732056, 20.04617691040039, 20.041394472122192, 20.04300332069397, 20.030930995941162, 20.021724224090576]	[1468.3490565390814, 8.30813612540563, 7.357361824739547, 6.9928842555908926, 6.675507830721991, 6.3637247042996545, 6.042926454827899, 5.718602617581685, 5.388186250414167, 5.06266757562047, 4.743099123239517, 4.43531782854171, 4.141197516095071, 3.8664306416398, 3.6107693889311383, 3.3766940399294807, 3.1661592636789595, 2.978095146162169, 2.815125572539511, 2.6731136469613936, 2.552712803085645, 2.4500307611056735, 2.3658174595662524, 2.2959168503681817, 2.2391098801578795, 2.192898296174549, 2.157797980876196, 2.128605953639462, 2.105220657374178, 2.0867925495618866]	0	0	[1461.4969565839995, 6.2195503158228735, 5.290292939969471, 4.932846050177302, 4.622929455268951, 4.3123524607647035, 3.9943463646230244, 3.6704100313640775, 3.3442051091364453, 3.0202315073637735, 2.702954162799177, 2.396650905055659, 2.105046168324493, 1.8312558716251737, 1.577753713088376, 1.3462644387923537, 1.1378224868149984, 0.9527292322544825, 0.7906567543035462, 0.6507184010531221, 0.5315788492915177, 0.4315639121369237, 0.34876249903546913, 0.28110961691432057, 0.22654617329438528, 0.1829238963712539, 0.1483780080230818, 0.12112148387712382, 0.09959327023742455, 0.08251434084515841]	[6.852087687878382, 2.088585812775862, 2.06706888902755, 2.0600382068327496, 2.0525783804200946, 2.051372234310423, 2.0485800909144536, 2.048192596506505, 2.0439811331175624, 2.0424360622252737, 2.0401449650526047, 2.038666918873787, 2.0361513477705775, 2.0351747632736252, 2.0330156776167096, 2.0304296048624173, 2.028336774380434, 2.025365904328369, 2.024468811140174, 2.0223952372159277, 2.021133946875731, 2.0184668515409743, 2.01705496438912, 2.0148072345625785, 2.0125637072182836, 2.0099743991380645, 2.0094199705691564, 2.0074844754167964, 2.0056273933677446, 2.0042782106569836]
VAE_e30_lf128_b0.5_hl128_lr1e-05	0	500	128	0.5	1e-05	0	0	30	[20.59588861465454, 20.056788682937622, 20.032033443450928, 20.03374719619751, 20.043123245239258, 20.0335431098938, 20.04307508468628, 20.050743341445923, 20.031813859939575, 20.098812580108643, 20.088966131210327, 20.09395742416382, 20.080581188201904, 20.074981212615967, 20.10146188735962, 20.081353425979614, 20.072367191314697, 20.07885479927063, 20.08616018295288, 20.08281636238098, 20.081101179122925, 20.066633701324463, 20.049538612365723, 20.089526176452637, 20.087919235229492, 20.083258390426636, 20.07452702522278, 20.09341073036194, 20.090670347213745, 20.08747911453247]	[3066.548378808158, 35.56400355838594, 31.959824562072754, 29.75182026340848, 27.592228662400018, 25.40323847816104, 23.212018007323856, 21.04904707556679, 18.949180869829085, 16.939602196216583, 15.045959160441445, 13.284684635344005, 11.668127817767006, 10.204567486331577, 8.897783763351894, 7.743300144161497, 6.739334722359975, 5.879643147899991, 5.151425435429528, 4.543487199005627, 4.044513720841635, 3.640634846829233, 3.317831046524502, 3.062704534757705, 2.8633436546439217, 2.706814421074731, 2.5852921044542674, 2.4883395844981786, 2.413817177216212, 2.3538958600589206]	0	0	[3059.708474908556, 33.4732696442377, 29.889304853620985, 27.69050624257042, 25.53471773579007, 23.350463594709122, 21.160610335213796, 19.000205902826217, 16.902565896511078, 14.896345317363739, 13.004799462500072, 11.245698937347957, 9.63150779122398, 8.169818831341606, 6.863708934613636, 5.712270024276915, 4.710976217474256, 3.8523030955167044, 3.126337978101912, 2.5213890068587803, 2.024546866970403, 1.622368577335562, 1.3012073316744395, 1.0478491289984613, 0.8497954195454007, 0.6956628041253203, 0.5753897228056476, 0.48195525790963856, 0.40688304647448514, 0.35028355045332793]	[6.839900533358256, 2.0907338857650757, 2.0705196467183886, 2.061314070863383, 2.0575109031938372, 2.0527748422963277, 2.0514076696265313, 2.0488411436478295, 2.0466149381938434, 2.043256868209158, 2.0411596699129966, 2.0389856664197787, 2.036619999579021, 2.0347486407983872, 2.0340748393819448, 2.0310301170462655, 2.02835849601598, 2.0273400516737077, 2.0250874683260918, 2.0220981925016357, 2.019966859193075, 2.0182662680745125, 2.01662370881864, 2.0148554043400857, 2.0135482411299432, 2.0111516146432784, 2.009902379342488, 2.006384320911907, 2.006934128701687, 2.003612314661344]
VAE_e30_lf128_b1.0_hl128_lr1e-05	0	500	128	1.0	1e-05	0	0	30	[20.511525869369507, 19.920438528060913, 19.91861128807068, 19.87620973587036, 19.902904272079468, 19.88106346130371, 19.889375925064087, 19.89361310005188, 19.884516716003418, 19.889331340789795, 19.88297939300537, 19.88933038711548, 19.880945920944214, 19.887927293777466, 19.89023232460022, 19.887875080108643, 19.888469696044922, 19.907169580459595, 19.8834445476532, 19.876825094223022, 19.88745403289795, 19.881163835525513, 19.883212089538574, 19.882622241973877, 19.86455535888672, 19.86341953277588, 19.87485432624817, 19.869237661361694, 19.86821722984314, 19.87665867805481]	[7830.840515772502, 79.6123712289901, 66.7801179318201, 61.871890442711965, 57.580424524488905, 53.290780419395084, 48.947977077393304, 44.588624500093005, 40.2771707148779, 36.08102692876543, 32.0549788020906, 28.24781532514663, 24.700907650448027, 21.437743328866503, 18.477197607358296, 15.82653130236126, 13.483106916859036, 11.437037360100518, 9.676685117539906, 8.181298829260326, 6.929189416624251, 5.893956441254843, 5.052304578678949, 4.3805485509690785, 3.8497733849854696, 3.4377800034625188, 3.1235140711069107, 2.884480885806538, 2.70499578331198, 2.5742574504443576]	0	0	[7823.981228601365, 77.52279496192932, 64.71146358762469, 59.81180453300476, 55.524826447168984, 51.23933107512338, 46.89785835856483, 42.5418701853071, 38.233115071342105, 34.03790557952154, 30.013763762655714, 26.20984847772689, 22.66419910249256, 19.403681323641823, 16.445396130993252, 13.796174188454946, 11.454551259676615, 9.411661446094513, 7.652869833367212, 6.159080787783577, 4.908086623464312, 3.875695655033702, 3.03658287865775, 2.365286130990301, 1.8367825583333062, 1.427012409127894, 1.113814777206807, 0.8769779396908624, 0.699192849475713, 0.570786556849877]	[6.859288036823273, 2.089576285864626, 2.068654468016965, 2.0600859281562625, 2.055598084770498, 2.051449228965101, 2.0501186904453097, 2.046754316914649, 2.044055633601688, 2.043121253095922, 2.0412149439964975, 2.0379668669331643, 2.0367085408596766, 2.0340620098369464, 2.03180145578725, 2.0303571344841096, 2.0285556578920003, 2.0253759374221167, 2.0238153114914894, 2.0222180467985926, 2.0211027967078343, 2.0182607950908795, 2.015721701440357, 2.015262421043146, 2.012990833393165, 2.0107675939798355, 2.0096992885782603, 2.0075029468252543, 2.0058029336588725, 2.003470900512877]
VAE_e30_lf128_b5.0_hl128_lr1e-05	0	500	128	5.0	1e-05	0	0	30	[20.5377836227417, 19.95111584663391, 19.946481227874756, 19.923283338546753, 19.92668056488037, 19.899831295013428, 19.915891408920288, 19.916626691818237, 19.90230083465576, 19.915868043899536, 19.908819913864136, 19.91560959815979, 19.899675607681274, 19.901698112487793, 19.91004252433777, 19.90143585205078, 19.900618076324463, 19.90430974960327, 19.89448881149292, 19.8798565864563, 19.907804489135742, 19.905149698257446, 19.91171622276306, 20.01868510246277, 19.97799587249756, 19.976057767868042, 19.946380853652954, 19.908687829971313, 19.899808168411255, 19.913338661193848]	[46639.491221473334, 349.836284501212, 291.9652046021961, 268.6729066939581, 248.74374248867943, 229.1112298057193, 209.41006864820207, 189.72922788347518, 170.31383648372832, 151.42566574187506, 133.3221351532709, 116.21377672467914, 100.28262880870274, 85.65487149783543, 72.4192581744421, 60.6172046320779, 50.250648157937185, 41.27843316963741, 33.632822712262474, 27.22452814238412, 21.943776857285272, 17.667509544463385, 14.27180908123652, 11.629217457203637, 9.619286497433981, 8.122497489054998, 7.032215633562633, 6.261320088590894, 5.733244796593984, 5.357962164140883]	0	0	[46632.57265436082, 347.7434890383766, 289.8951996394566, 266.61335490998766, 246.6898955390567, 227.0582321711949, 207.36066904522124, 187.68209243956068, 168.26791790553503, 149.38231395539782, 131.2804593358721, 114.1764377412342, 98.24563637233916, 83.62039093744187, 70.38756221816654, 58.58796454611279, 48.22189906665257, 39.25169385047186, 31.60929849034264, 25.202764931179228, 19.92254654566447, 15.648649414380392, 12.254751974628086, 9.6151889250392, 7.6063784417651945, 6.111385552656083, 5.023670867795036, 4.254286370107105, 3.728942710019293, 3.354842584757578]	[6.918287218326614, 2.0927953368851115, 2.0700051621312188, 2.05955211215076, 2.053846785355182, 2.052997454646088, 2.0493994997370812, 2.0471356631744477, 2.0459185867082503, 2.043351544155961, 2.041675757084574, 2.0373391608397164, 2.036992214265324, 2.034480556845665, 2.031695870416505, 2.029240058291526, 2.0287491200225696, 2.0267393294544447, 2.0235241055488586, 2.0217632725834846, 2.0212303119755926, 2.018860136114416, 2.0170571112207005, 2.014028550613494, 2.0129080776657378, 2.011111937108494, 2.0085447689607028, 2.0070337042922066, 2.0043020915417444, 2.003119569449198]
VAE_e30_lf128_b10.0_hl128_lr1e-05	0	500	128	10.0	1e-05	0	0	30	[20.51824402809143, 19.9336838722229, 19.935953855514526, 19.922664403915405, 19.920312881469727, 19.908918619155884, 19.914283990859985, 19.894556999206543, 19.901350259780884, 19.91502809524536, 19.903027296066284, 19.90252161026001, 19.906641244888306, 19.907381057739258, 19.910986185073853, 19.89606213569641, 19.90091323852539, 19.89742660522461, 19.890949010849, 19.89995241165161, 19.902584552764893, 19.907995462417603, 19.902190923690796, 19.90341854095459, 19.909481048583984, 19.90278148651123, 19.900596618652344, 19.900599718093872, 19.9091796875, 19.89956545829773]	[144022.67846915836, 781.3863533564976, 605.5430887313116, 558.3519828433082, 520.250722975958, 482.87820398239865, 445.1016612279983, 406.95520682561965, 368.8926641373407, 331.44570772988453, 295.10276254018146, 260.33029856000627, 227.51449857439314, 196.96580355507987, 168.92287458692277, 143.53257497151694, 120.87034933907645, 100.93022194362823, 83.6396941457476, 68.86967657861256, 56.43426561355591, 46.11747279621306, 37.67373932543255, 30.851548251651582, 25.396201644624984, 21.0724610828218, 17.664874056975048, 14.985644309293656, 12.878329739684151, 11.279423151697431]	0	0	[144015.77510216122, 779.2993460155669, 603.4783792041596, 556.2948185148693, 518.1969134921119, 480.82799275716144, 443.05348023914155, 404.91002364385696, 366.8495051974342, 329.4031415666853, 293.06304286775134, 258.29243119557697, 225.47814314705985, 194.9332140513829, 166.8908313115438, 141.50291912896293, 118.84238079616001, 98.90415423257011, 81.61630968820481, 66.84678580647423, 54.41343569755554, 44.098404055549985, 35.65744326228187, 28.836435505322047, 23.38320813860212, 19.061649532545182, 15.655510334741502, 12.977330613703955, 10.872237409864153, 9.274744516327267]	[6.9039394947744555, 2.0870075885738646, 2.0647096243642626, 2.057162158900783, 2.053810534377893, 2.050211295840286, 2.0481808944827034, 2.0451837182044983, 2.0431591368147304, 2.0425659222971824, 2.0397197632562545, 2.037867745828061, 2.0363556778147105, 2.0325893564593223, 2.032043818207014, 2.0296559504100253, 2.027968662480513, 2.026067635842732, 2.023384588814917, 2.02289071891989, 2.0208300345000767, 2.019068715827806, 2.016296126658008, 2.015112759456748, 2.0129934772849083, 2.0108115492122516, 2.009363697753066, 2.0083136842364357, 2.0060923383349465, 2.0046786545287993]
VAE_e30_lf128_b50.0_hl128_lr1e-05	0	500	128	50.0	1e-05	0	0	30	[20.660340070724487, 20.075512647628784, 20.08109474182129, 20.072853803634644, 20.067148685455322, 20.07251787185669, 20.04565954208374, 20.0566668510437, 20.03645157814026, 20.036852836608887, 20.045157194137573, 20.060847997665405, 20.0436270236969, 20.053302764892578, 20.047572135925293, 20.04862070083618, 20.058991193771362, 20.05157446861267, 20.041454792022705, 20.061673641204834, 20.064876079559326, 20.052807569503784, 20.040424346923828, 20.053813934326172, 20.04898953437805, 19.986969470977783, 20.00851345062256, 19.999701261520386, 19.995423555374146, 19.99761986732483]	[228284.07027398972, 3270.3233163016184, 2911.4037235804967, 2683.1936264038086, 2462.0341902233304, 2239.791882832845, 2018.4493437267486, 1801.3844840640113, 1591.7881535121373, 1392.5109565371558, 1205.843868800572, 1033.4910252888997, 876.5787500653948, 735.713999067034, 610.9950248173305, 502.10386775788805, 408.36645598638626, 328.81435521443683, 262.2649284090315, 207.3912035624186, 162.78479928062075, 127.01643989199684, 98.69659298942203, 76.51316170465378, 59.86320527394613, 46.61200115226564, 35.924076755841575, 27.99298020203908, 21.974879619621095, 17.437917431195576]	0	0	[228277.33576166062, 3268.2381657191686, 2909.337465558733, 2681.1356019519626, 2459.9804734729587, 2237.740324837821, 2016.4003215971447, 1799.3375316801526, 1589.7429664248511, 1390.4679149446033, 1203.802370707194, 1031.4525938488189, 874.5434341430664, 733.6805866786411, 608.9623483022054, 500.0744577135359, 406.33852831522626, 326.7891638619559, 260.24135657719205, 205.36968421936035, 160.7642479624067, 124.99828206925164, 96.68042480377923, 74.49867938813709, 57.85110947063991, 44.601623228618074, 33.916545947392784, 25.9861052660715, 19.969655752182007, 15.435115609850202]	[6.732486022015412, 2.085145440130007, 2.0662519112229347, 2.0580235198140144, 2.053718087219057, 2.0515597391696203, 2.0490244545397305, 2.0469525885723887, 2.0451897517556237, 2.043041532593114, 2.0414990360538163, 2.0384304182870046, 2.0353144389532862, 2.033411501064187, 2.032676616594905, 2.029410927423409, 2.0279279766338214, 2.025191998197919, 2.0235719372119223, 2.021519667335919, 2.0205514218126024, 2.018158164407526, 2.0161682569554875, 2.0144821714077676, 2.0120956511014985, 2.0103779133586657, 2.0075307669384137, 2.006874899779047, 2.005223885178566, 2.00280175358057]
